RegionName,YoY_Price_%,LatestPrice,YoY_Inventory_%,LatestInventory,YoY_Days_%,LatestDays,YoY_Inventory_%_z,YoY_Days_%_z,DemandIndex,GeoLevel
16620,5.795454545454537,93100.0,-3.0172413793103425,1125.0,-20.490367775831874,,0.38376539089563755,-0.43756757570948246,0.026901092406922456,metro
16660,0.866336633663356,81500.0,-19.354838709677423,275.0,,,-0.679264277364775,,,metro
16700,,,6.993171650576868,4544.0,-17.000000000000004,,1.0351075575024342,-0.1059141802788138,-0.4645966886118102,metro
16740,9.623430962343104,183400.0,0.9731752963193951,8093.0,-28.06539509536785,,0.6434076889115716,-1.1573437403875506,0.2569680257379895,metro
16820,3.9396479463537304,248000.0,-10.00625390869293,1439.0,0.0,,-0.07098493256642986,1.5094192414198837,-0.719217154426727,metro
16860,5.952380952380953,142400.0,-22.456881379795846,2203.0,-4.859335038363167,,-0.8811032212354488,1.0476871064375575,-0.08329194260105433,metro
16940,8.05639476334341,214600.0,-14.71861471861472,394.0,,,-0.37760158171002683,,,metro
16980,4.59433040078201,214000.0,-10.811096154353738,33791.0,-15.604395604395604,,-0.12335317057022151,0.02669560934997425,0.04832878061012363,metro
17020,9.108832807570977,276700.0,-11.229946524064172,498.0,-22.00557103064067,,-0.1506062825523877,-0.5815416026600292,0.36607394260620846,metro
17060,-2.5134649910233398,108600.0,-8.677685950413228,221.0,,,0.015460285013170823,,,metro
17140,5.525606469002686,156600.0,-9.662505779010633,5862.0,-17.54874651810585,,-0.04861845768813766,-0.1580558620868823,0.10333715988750998,metro
17200,2.822357498616501,185800.0,-21.84325108853411,2154.0,,,-0.8411764687415528,,,metro
17220,,,6.25,408.0,,,0.9867520069769691,,,metro
17260,1.1251758087201136,71900.0,,,,,,,,metro
17300,6.8081991215226845,145900.0,-4.1322314049586755,1508.0,-19.999999999999996,,0.3112169339156426,-0.3909730194021126,0.039878042743235004,metro
17340,9.762651141961488,245100.0,10.389610389610393,425.0,-27.54716981132076,,1.2561018122274343,-1.108102174429282,-0.07399981889907614,metro
17380,2.6666666666666616,123200.0,,,,,,,,metro
17420,3.494837172359011,130300.0,-14.900153609831024,554.0,-22.535211267605636,,-0.3894136752145798,-0.6318678130274367,0.5106407441210082,metro
17460,5.303612605687924,137000.0,-14.599797365754807,8429.0,-20.39312039312039,,-0.3698705568450985,-0.42832716703497753,0.399098861940038,metro
17500,4.193849021435225,111800.0,,,,,,,,metro
17540,-2.4365482233502544,96100.0,,,,,,,,metro
17580,,,-9.582309582309579,368.0,,,-0.04340037484211166,,,metro
17660,8.275862068965512,251200.0,-10.665597433841222,1114.0,,,-0.11388608349057816,,,metro
17700,,,12.244897959183664,330.0,,,1.3768188117794626,,,metro
17740,-2.695167286245348,104700.0,-3.488372093023251,249.0,,,0.35311058185743044,,,metro
17780,2.3536165327210146,178300.0,32.928475033738195,985.0,4.748201438848931,,2.722626009214433,1.9605915047805025,-2.3416087569974677,metro
